Date,Location,Temperature,Humidity,Rainfall,Wind_Speed,Pressure
2019-10-18,New York,16.47,60.52,2.28,15.65,1012.05
2022-06-18,Singapore,27.11,85.54,5.6,5.86,1016.77
2018-12-18,New York,-1.05,78.47,0.0,5.37,1011.09
2019-03-03,Chicago,-0.43,80.54,0.0,2.32,1016.3
2021-05-19,Tokyo,18.16,73.64,0.0,11.73,1008.65
2018-12-08,Singapore,25.35,89.75,0.0,8.58,1019.72
2020-09-03,Paris,22.0,66.66,4.89,7.45,1014.31
2019-10-02,Chicago,13.76,71.55,0.0,9.39,1011.61
2020-03-17,Toronto,-0.96,78.63,3.23,6.18,1013.81
2018-02-12,Mumbai,24.6,82.87,9.42,2.88,1017.19
2022-01-07,Cairo,7.35,58.82,0.0,3.36,1005.2
2019-04-16,Sydney,20.46,74.12,0.0,9.56,1024.34
2021-12-13,Paris,7.9,74.02,0.0,7.34,1027.66
2020-06-06,Cairo,29.8,38.7,0.0,5.83,1025.19
2019-02-18,Tokyo,4.39,90.79,0.0,3.24,1010.05
2020-12-06,London,-1.79,87.62,0.0,1.51,1008.2
2019-09-24,Toronto,16.19,71.84,0.0,3.86,1008.65
2022-09-21,Tokyo,25.91,53.51,0.0,18.44,1015.03
2018-01-19,Singapore,26.68,78.58,7.72,12.14,1009.02
2021-08-23,London,16.15,66.56,0.0,18.74,1016.44
2019-09-24,Cairo,22.97,44.94,0.0,11.15,1010.92
2019-04-06,Sydney,12.61,74.53,0.0,9.66,1012.72
2021-07-13,New York,25.86,58.44,0.0,7.83,1000.02
2019-05-14,New York,18.55,62.2,0.0,0.85,1002.49
2022-11-10,Chicago,-1.09,78.69,0.0,3.54,1015.06
2018-04-02,London,1.57,88.18,30.62,11.74,1008.4
2022-01-09,Sydney,5.05,84.43,0.0,1.36,1032.77
2021-03-12,Singapore,29.31,78.43,0.0,1.2,1007.99
2020-03-24,Sydney,14.01,72.57,0.0,12.5,996.13
2021-08-05,New York,32.18,41.7,0.0,12.65,1013.03
2018-03-02,London,-0.12,96.94,0.0,5.51,1012.27
2020-02-11,Singapore,27.0,81.01,0.0,4.21,1007.09
2022-07-05,Paris,18.23,60.43,0.0,22.79,1027.48
2018-12-24,New York,2.85,81.4,0.0,12.59,1004.47
2021-04-21,Tokyo,15.48,66.76,0.0,10.64,1016.88
2021-09-10,New York,26.26,51.02,0.0,3.64,1016.34
2021-09-25,Sydney,12.62,75.17,0.0,5.61,1016.82
2018-09-16,Paris,15.63,58.49,16.52,4.71,1000.33
2021-12-04,New York,1.44,82.0,0.0,6.8,1022.5
2020-11-11,Paris,11.34,64.76,0.0,6.26,1000.3
2022-01-07,Paris,4.42,94.19,0.0,10.01,1016.92
2019-01-31,Cairo,13.81,51.27,7.12,6.37,1018.43
2020-09-07,Chicago,20.7,60.5,0.0,10.95,1010.49
2020-07-13,Chicago,30.57,35.57,0.0,16.95,1016.86
2020-12-23,Singapore,26.05,84.66,0.0,10.03,1012.85
2022-07-16,London,17.59,60.67,0.0,17.63,1019.47
2022-07-09,New York,25.42,44.04,0.0,3.62,1007.45
2019-03-01,Paris,9.39,76.67,0.0,8.25,1014.63
2018-04-18,Paris,11.44,78.34,0.0,6.51,1005.53
2020-02-08,New York,-2.79,89.05,1.2,0.54,1026.7
2022-09-16,Tokyo,23.08,57.31,0.0,3.04,1017.31
2020-03-06,Toronto,-8.92,87.64,0.0,10.24,1000.37
2022-03-02,London,-1.18,90.29,53.28,28.45,998.49
2022-09-10,Singapore,28.36,75.66,0.0,1.88,1010.42
2018-11-13,New York,7.38,78.27,13.62,1.74,1025.58
2018-05-17,Sydney,23.08,59.17,0.0,7.3,1020.61
2021-07-26,Sydney,28.8,54.36,0.0,4.32,1022.84
2022-02-03,Chicago,-3.49,92.48,0.0,6.91,1016.4
2022-07-10,New York,22.37,58.78,0.0,6.9,1009.49
2019-09-28,London,17.26,79.63,4.64,12.21,1015.5
2022-09-18,Paris,19.29,63.1,0.0,9.42,1024.33
2022-03-13,Mumbai,23.95,81.77,0.0,14.17,988.26
2022-09-07,Mumbai,33.58,71.91,0.0,15.65,989.23
2018-05-28,Toronto,21.18,59.41,0.0,5.43,1025.28
2019-04-26,Mumbai,24.83,84.13,0.0,6.05,1001.67
2022-05-04,Toronto,8.21,74.97,0.0,10.68,1017.49
2021-12-18,Toronto,-3.36,91.06,0.0,1.98,1008.15
2018-09-27,Tokyo,22.68,60.81,7.91,10.36,1012.57
2019-08-08,Sydney,24.75,63.5,0.0,4.34,1005.21
2022-11-27,Paris,5.89,74.57,0.0,20.67,1010.64
2018-04-26,Sydney,19.23,55.18,0.0,2.45,1023.98
2018-12-04,Chicago,-4.08,79.64,3.6,9.41,1015.67
2020-01-13,Cairo,13.3,54.36,0.0,7.62,1018.89
2019-03-18,London,7.74,79.89,0.0,13.17,1009.64
2018-07-30,London,22.71,60.55,0.0,3.96,1007.52
2021-01-21,Toronto,-9.95,92.43,0.0,20.09,1013.35
2020-02-23,Cairo,14.57,59.37,0.0,1.92,1018.58
2018-11-30,Tokyo,6.46,87.52,5.79,2.25,1010.27
2019-06-18,Mumbai,34.37,63.64,0.0,2.27,1000.28
2022-11-02,Tokyo,12.83,71.23,0.0,10.36,1016.07
2018-07-21,New York,28.24,39.22,0.0,4.31,997.19
2019-01-10,New York,1.6,79.88,0.0,11.93,1006.76
2020-06-06,Cairo,29.19,39.73,0.0,9.96,1013.17
2022-05-31,London,16.8,52.44,2.54,0.89,998.36
2021-08-16,Chicago,21.33,53.37,0.0,1.01,1000.08
2018-10-14,Tokyo,13.63,72.81,0.0,8.24,1011.36
2020-05-05,Singapore,31.84,85.87,5.01,11.43,1007.86
2022-12-17,London,5.44,88.7,0.0,11.58,1020.07
2022-08-18,Singapore,32.58,84.26,0.79,7.25,1003.1
2018-11-16,Toronto,0.32,83.21,0.0,1.64,1014.93
2021-11-09,Toronto,8.12,62.83,14.87,10.84,1026.18
2020-12-14,London,0.73,97.35,1.46,1.33,1017.03
2019-02-05,London,-3.32,95.13,0.0,8.87,1024.54
2019-09-25,Toronto,20.8,53.85,0.0,8.03,1015.28
2020-09-07,Mumbai,31.36,68.64,0.0,6.46,1004.64
2018-09-17,Cairo,23.77,40.62,0.0,13.2,1012.54
2020-11-13,Chicago,2.83,70.76,0.0,2.71,997.6
2020-03-19,London,4.67,79.04,22.1,16.72,1024.91
2021-09-01,Chicago,21.34,40.85,0.0,2.84,1016.41
2020-11-08,London,8.52,72.2,2.78,2.76,1007.69
2018-11-28,New York,3.18,81.01,0.0,1.97,1011.93
2021-09-10,Sydney,26.83,64.03,0.0,7.67,1017.49
2021-04-08,Singapore,28.94,86.18,0.0,13.19,997.69
2020-04-05,Tokyo,12.4,75.08,0.0,22.72,1012.94
2022-05-12,Singapore,25.65,88.09,0.0,1.65,1022.52
2021-05-14,Singapore,31.9,78.51,0.0,8.95,1011.0
2021-01-07,Toronto,-7.36,87.25,0.0,18.4,1013.28
2020-04-14,Sydney,14.44,74.85,0.0,9.53,1014.21
2020-10-14,Mumbai,31.03,84.51,5.87,10.71,1002.06
2018-01-16,New York,-3.74,78.32,0.0,10.16,1005.15
2021-10-21,Toronto,7.62,72.75,0.0,16.5,1012.96
2020-07-07,Paris,23.92,57.92,0.0,4.48,1010.51
2022-02-15,New York,2.43,77.58,0.0,9.6,990.95
2021-01-05,London,5.62,79.51,15.81,1.98,1012.6
2022-04-18,New York,7.01,75.62,0.08,9.07,1023.16
2020-12-08,Paris,1.76,79.91,0.0,7.24,1019.88
2018-01-27,Sydney,14.49,58.79,0.0,8.14,1021.36
2021-10-25,Tokyo,19.09,71.35,1.23,5.16,1018.41
2022-03-23,Tokyo,11.18,74.62,0.0,9.9,1000.75
2020-01-04,Cairo,16.22,52.73,0.0,3.65,1007.57
2022-08-01,London,14.66,71.83,0.0,4.18,1004.45
2022-01-18,New York,-1.14,84.94,0.0,7.02,1013.4
2018-08-08,Cairo,26.04,49.15,0.0,10.96,1018.11
2019-08-23,London,15.54,70.93,0.0,5.93,1014.37
2022-08-04,Mumbai,25.42,85.05,0.0,5.49,997.18
2018-09-25,Chicago,12.46,66.1,0.0,8.64,997.7
2018-07-09,Cairo,30.32,40.74,0.0,11.1,1025.02
2019-04-20,Chicago,10.92,61.13,0.0,5.7,1022.92
2018-10-20,Cairo,19.98,47.69,0.0,12.0,1018.85
2020-06-01,Singapore,29.73,76.54,0.0,11.17,1004.44
2018-12-01,Sydney,10.95,75.97,0.0,17.8,1028.15
2018-06-13,Tokyo,27.55,60.35,0.0,9.06,1014.25
2021-10-27,Toronto,10.81,76.55,0.0,5.16,1025.31
2018-11-21,Paris,11.87,72.11,0.0,4.56,999.5
2018-06-12,Chicago,26.21,48.08,9.22,7.41,1001.86
2019-05-31,London,14.38,70.06,25.46,22.41,1020.13
2020-06-11,Singapore,25.68,89.4,30.04,2.08,1001.55
2022-05-13,Singapore,28.01,84.46,0.0,0.6,1022.98
2021-01-18,New York,-1.37,74.84,0.0,17.27,1015.23
2022-07-01,Singapore,28.82,77.05,15.95,4.28,1016.28
2021-03-13,Tokyo,10.97,74.54,0.0,8.13,996.31
2018-12-15,Sydney,10.37,85.0,0.0,4.96,1019.07
2022-08-03,Tokyo,30.19,47.23,0.0,19.51,1011.21
2021-04-04,Cairo,11.89,54.28,0.0,16.19,1018.76
2020-08-31,Chicago,22.88,45.65,0.0,1.55,1002.22
2022-04-07,New York,5.36,69.04,0.0,10.93,1019.78
2022-10-08,Chicago,12.16,69.8,0.0,3.62,1034.56
2021-05-16,New York,21.49,48.01,0.0,2.19,1024.37
2019-03-24,London,7.49,79.65,0.0,12.37,1037.09
2020-10-29,Chicago,9.64,66.77,0.0,5.74,1017.44
2020-10-06,Paris,7.06,76.7,0.0,3.18,1019.45
2020-12-29,New York,-5.03,93.19,4.33,7.14,1006.03
2018-03-02,Mumbai,26.88,85.06,5.02,6.24,995.71
2019-03-19,Sydney,13.84,76.1,0.0,13.17,1021.28
2019-10-01,Chicago,15.68,67.16,8.14,4.45,1009.6
2021-12-19,Mumbai,24.68,85.74,11.21,19.28,1009.52
2019-10-03,London,11.66,70.29,0.0,13.79,1019.47
2021-04-13,Toronto,9.1,74.79,0.0,5.47,1031.9
2022-11-29,New York,6.71,65.9,4.03,4.55,992.7
2022-01-22,Tokyo,7.41,86.73,15.69,5.58,1003.99
2021-12-01,London,4.26,83.49,0.0,1.72,1010.38
2018-03-13,Cairo,17.27,50.98,0.0,5.06,1008.03
2019-01-28,Toronto,0.9,87.24,25.41,6.74,1013.35
2022-11-09,Paris,3.06,84.12,5.16,3.64,1014.45
2019-06-22,Mumbai,30.18,71.56,8.47,2.42,990.99
2020-09-22,Toronto,18.88,53.64,0.0,11.34,1020.84
2022-03-21,London,12.66,75.6,6.7,10.98,996.89
2019-02-17,Paris,1.97,88.36,0.0,3.07,1028.16
2021-05-03,Tokyo,13.73,78.17,6.47,20.64,1012.82
2018-06-17,Paris,21.66,60.25,0.0,12.07,1008.86
2019-09-16,Toronto,19.11,64.74,0.0,6.77,1011.93
2020-03-08,New York,0.78,81.53,0.0,14.26,1022.84
2021-10-01,Cairo,25.32,44.07,0.0,12.04,1020.39
2022-05-22,Sydney,29.92,44.06,15.12,13.19,1020.21
2020-09-16,Tokyo,23.72,62.33,0.0,0.69,1009.84
2018-08-03,Toronto,24.92,45.49,0.0,6.03,1015.03
2019-09-08,Paris,18.2,65.56,0.0,6.1,1015.89
2022-02-11,Chicago,-1.29,87.98,0.0,1.65,1015.72
2020-06-06,London,15.39,74.13,0.0,9.09,1016.97
2020-01-11,London,1.75,86.01,0.0,4.68,999.26
2019-03-17,London,9.56,68.75,0.0,13.7,1018.89
2021-02-21,Tokyo,1.76,89.01,11.92,14.4,1009.78
2019-11-02,Chicago,10.87,65.1,2.97,0.87,1011.4
2020-09-23,New York,16.71,52.92,0.0,19.42,1016.4
2021-07-27,New York,27.68,51.39,0.0,3.43,1026.51
2022-11-19,Tokyo,12.55,79.68,35.97,2.17,1007.86
2022-06-01,Paris,19.9,71.6,4.12,4.23,999.12
2020-07-01,Mumbai,32.91,72.02,0.0,15.99,1020.98
2018-10-22,Cairo,21.44,42.76,0.0,10.39,1009.11
2018-08-31,Mumbai,28.78,76.37,9.87,14.88,1009.89
2020-10-27,Sydney,25.64,52.26,0.0,6.19,1020.51
2019-09-05,Toronto,21.11,56.45,0.0,3.17,1014.75
2019-02-19,Cairo,17.67,43.66,0.0,2.06,1018.62
2021-12-03,London,5.84,77.65,10.65,13.08,1019.66
2021-03-14,Mumbai,25.72,85.66,13.45,5.58,995.93
2021-10-21,Toronto,7.03,62.79,0.0,11.3,1005.52
2018-01-10,Singapore,30.25,81.97,0.0,2.47,1017.84
2021-03-11,Cairo,15.73,46.44,0.0,5.56,1007.22
2020-04-04,Mumbai,23.75,86.26,0.0,6.86,1010.13
2019-05-15,New York,17.57,54.29,3.65,18.44,1013.15
2022-11-21,Sydney,,81.38,0.0,14.3,999.2
2018-08-15,Mumbai,33.01,72.54,0.0,8.5,1006.74
2021-07-31,Cairo,31.49,28.21,0.0,3.22,1016.9
2022-01-29,Singapore,18.04,100.0,18.04,12.41,1004.63
2020-05-28,Toronto,21.3,59.72,0.0,11.69,1003.57
2019-03-22,Chicago,-0.31,83.08,13.54,16.63,1018.45
2019-04-30,Singapore,25.04,82.91,0.0,2.75,995.6
2020-06-09,Singapore,31.07,85.49,0.0,17.73,989.79
2018-12-03,Toronto,-3.87,89.21,0.0,1.05,1014.87
2019-04-12,Chicago,10.24,72.34,0.0,7.19,998.78
2021-12-31,Singapore,28.53,87.1,10.47,8.47,996.07
2018-10-04,London,13.67,72.75,0.0,4.75,1006.98
2022-11-25,Paris,9.08,71.18,0.0,10.28,1006.66
2020-05-11,London,16.86,68.64,0.0,10.52,1014.99
2019-06-03,London,15.64,69.88,10.76,13.64,1015.92
2021-01-26,Singapore,24.81,89.53,0.0,2.7,1004.93
2018-12-02,London,4.7,79.95,3.34,11.76,1015.89
2019-03-05,Chicago,-5.62,92.49,0.0,8.15,1012.38
2020-06-29,Cairo,27.45,36.73,0.0,9.59,1001.58
2018-01-10,Tokyo,6.36,78.59,0.0,3.14,1007.24
2018-01-01,Cairo,13.49,49.85,0.0,3.78,1019.72
2022-11-09,Tokyo,11.3,79.45,0.11,5.37,1010.37
2018-12-01,Chicago,-2.18,81.73,0.0,14.6,1018.54
2022-12-15,New York,-0.49,80.68,2.67,8.41,1008.47
2018-07-09,Tokyo,27.24,60.02,0.0,0.88,1014.69
2019-10-12,London,14.59,69.39,0.0,11.82,1013.06
2022-08-11,London,15.37,65.96,0.0,7.09,1011.51
2020-08-09,Sydney,23.51,62.17,9.43,6.38,1008.46
2019-12-10,London,1.91,84.52,4.94,1.67,1018.27
2020-08-07,London,17.78,60.59,0.0,10.36,1006.26
2018-12-21,New York,1.85,82.39,5.47,2.19,1020.61
2022-07-15,Cairo,36.55,36.11,0.0,4.23,1014.13
2020-08-03,Mumbai,31.71,71.85,0.0,4.15,1012.64
2022-09-20,Sydney,23.12,60.51,0.0,12.47,1011.6
2019-02-11,Sydney,6.68,79.29,39.4,6.26,1018.12
2022-03-06,Singapore,34.19,74.61,0.0,4.37,1015.75
2022-12-04,Chicago,0.3,84.23,8.67,7.26,1019.91
2018-11-04,Mumbai,29.13,77.84,0.0,2.36,999.63
2022-01-27,Toronto,-6.55,83.8,13.45,6.96,1028.87
2018-07-17,Chicago,29.47,50.08,0.0,0.65,1000.5
2021-01-11,Mumbai,19.64,88.13,11.27,5.18,1019.25
2018-07-11,Cairo,35.34,29.35,0.0,5.02,1031.56
2020-09-13,Sydney,25.56,61.34,0.0,1.53,1024.31
2018-04-22,Sydney,18.6,65.8,0.0,3.09,1023.31
2020-11-18,Singapore,26.44,78.43,0.0,10.31,989.08
2019-06-13,Chicago,23.91,49.95,0.0,19.33,1015.55
2021-05-02,Chicago,14.33,55.41,0.0,2.84,1014.76
2022-07-12,Singapore,34.34,74.87,0.0,16.79,1015.14
2018-05-07,Mumbai,33.19,71.94,0.0,14.12,1021.31
2020-08-24,Toronto,23.58,53.98,0.0,7.09,993.53
2022-12-10,Chicago,-2.21,82.24,31.53,18.11,1011.4
2021-05-22,Singapore,28.64,76.85,14.23,11.99,1013.53
2019-08-31,Tokyo,23.07,58.57,0.0,7.09,1022.36
2018-01-08,Paris,3.53,87.07,14.67,5.0,995.47
2022-06-16,London,17.71,65.59,0.0,11.46,1003.01
2021-01-09,New York,1.68,71.01,0.0,4.95,1008.28
2020-08-29,Paris,21.09,62.32,0.0,2.58,1002.16
2022-05-07,Toronto,17.9,53.0,0.0,9.23,1016.5
2022-04-12,Cairo,22.9,42.43,0.0,2.39,1013.45
2021-09-11,Toronto,13.16,61.21,0.0,10.29,1003.98
2020-11-09,Tokyo,10.79,73.91,0.0,12.15,996.01
2020-08-26,Toronto,21.12,49.85,0.0,6.3,1019.83
2021-05-21,London,13.81,73.2,0.0,6.26,1018.39
2021-12-20,Singapore,20.57,93.83,0.0,14.15,1010.01
2021-09-22,Toronto,12.47,65.39,0.0,8.98,1020.27
2019-07-05,Chicago,23.02,56.17,0.0,8.6,1023.01
2019-10-06,Singapore,28.55,81.48,0.0,4.56,1014.51
2019-05-22,Toronto,22.49,61.09,0.0,5.52,1019.32
2019-06-16,London,20.71,67.75,0.0,6.64,1027.76
2022-03-17,Paris,9.45,80.81,20.48,5.15,1013.68
2020-12-22,Singapore,28.52,82.22,22.24,7.69,1013.46
2022-07-19,Chicago,26.63,45.19,0.0,6.36,1007.05
2018-09-17,Cairo,31.09,32.51,0.0,8.43,1010.06
2020-01-06,Tokyo,7.39,78.18,0.0,4.62,1014.2
2019-01-30,Cairo,13.26,61.14,0.0,8.88,1011.11
2022-10-29,Cairo,21.79,40.86,0.0,17.17,1029.29
2019-09-19,Chicago,18.09,51.9,0.0,0.99,1011.7
2020-05-11,Singapore,32.9,84.53,0.0,10.2,1001.65
2020-01-24,Mumbai,22.79,90.66,0.0,6.23,992.63
2020-10-25,Chicago,8.21,59.54,0.0,1.72,1014.19
2021-06-22,Tokyo,25.26,52.62,0.0,2.34,1002.81
2020-12-24,Paris,2.6,77.17,0.0,18.69,1004.48
2020-01-11,Mumbai,23.37,89.37,2.4,3.36,1009.45
2022-10-23,Toronto,9.25,63.15,0.0,13.63,1015.65
2021-04-19,Toronto,15.45,55.08,0.0,3.2,994.3
2018-06-02,New York,26.3,55.52,0.0,7.46,1011.06
2020-09-03,Sydney,21.52,70.73,0.0,2.24,1013.1
2022-12-03,New York,6.85,68.11,3.51,4.52,1008.19
2020-01-29,Paris,3.35,82.15,0.0,20.27,1013.86
2020-08-31,London,15.98,71.51,0.0,8.11,1015.07
2019-03-14,New York,4.14,77.98,0.0,14.34,1016.12
2018-04-13,Tokyo,15.08,72.09,0.0,3.46,1009.99
2022-02-22,Cairo,11.76,67.27,0.0,9.77,1003.99
2018-09-27,Toronto,10.59,67.61,0.0,7.17,1009.33
2019-06-02,Singapore,35.06,77.89,33.01,0.5,1018.4
2020-05-31,Paris,15.68,62.79,0.0,4.2,1016.33
2019-07-09,London,16.4,68.04,0.0,1.95,1027.32
2022-07-14,Mumbai,34.25,61.38,0.0,13.21,1003.24
2022-12-24,Sydney,14.51,71.85,0.0,5.01,1028.22
2022-09-15,Mumbai,31.41,82.44,0.0,17.31,990.72
2018-02-02,New York,3.51,76.73,0.51,7.66,1017.87
2021-08-08,Chicago,21.01,57.09,0.0,11.09,1011.16
2019-05-10,Chicago,19.35,60.56,0.0,3.43,1023.92
2021-05-01,Tokyo,18.37,61.72,0.0,10.12,1014.21
2018-03-12,Sydney,5.44,77.25,0.0,8.08,1020.0
2021-08-05,London,15.87,65.43,0.0,5.8,1004.57
2019-07-04,Mumbai,27.5,79.76,0.0,8.94,1015.73
2020-12-14,Tokyo,6.47,77.95,0.0,1.82,1010.44
2019-12-08,London,8.07,77.47,0.0,7.67,1012.98
2020-01-08,Sydney,13.87,72.98,17.49,10.17,1008.34
2020-11-08,London,5.05,80.1,1.2,11.43,994.12
2022-07-29,Sydney,27.08,69.96,0.0,9.56,1026.21
2022-11-16,London,7.87,71.79,0.0,17.9,1008.41
2019-04-29,New York,22.42,55.62,0.0,4.79,1011.71
2020-10-14,Toronto,5.28,83.56,0.0,8.36,1013.61
2019-05-20,Chicago,23.14,50.32,0.0,14.35,999.54
2019-04-12,Toronto,7.18,70.34,0.0,5.43,1013.1
2021-11-20,Paris,9.75,77.25,3.95,19.76,1002.25
2021-08-09,Singapore,35.19,76.4,30.39,6.52,1003.79
2020-11-08,Paris,5.54,80.22,19.02,8.66,1021.92
2018-07-12,Paris,27.75,58.15,0.0,4.68,1015.49
2020-12-23,London,1.57,79.33,5.43,0.5,1022.39
2019-09-17,Chicago,21.06,60.22,0.0,1.63,1011.13
2022-12-24,Cairo,16.85,58.11,0.0,3.42,1023.23
2020-06-29,New York,28.31,44.93,0.0,10.18,1033.67
2018-12-23,Paris,1.27,81.04,0.0,4.14,1014.63
2020-03-16,Tokyo,11.58,68.85,0.0,4.57,1011.17
2021-03-31,Chicago,0.59,73.49,0.0,18.92,1006.27
2018-05-24,Cairo,28.41,30.32,0.0,10.23,1011.66
2018-11-09,Chicago,5.88,76.3,0.0,2.25,1020.75
2020-07-05,Sydney,25.31,57.29,0.0,6.57,1009.46
2020-03-18,London,9.7,77.16,0.0,13.3,1004.4
2020-02-12,Singapore,24.22,84.56,6.2,3.44,999.74
2019-01-11,Chicago,-1.11,76.25,0.0,9.8,1023.04
2021-11-22,Singapore,25.46,76.58,0.0,11.02,1007.86
2018-01-31,London,6.17,77.79,0.0,8.01,1019.29
2020-02-29,Sydney,13.0,72.62,0.0,5.23,1018.81
2020-05-25,Mumbai,32.29,81.61,1.19,3.02,1002.92
2019-12-07,Chicago,-2.1,81.3,0.0,5.26,1012.49
2022-07-05,Paris,24.58,55.65,0.0,5.73,1018.61
2021-11-22,Mumbai,29.75,80.54,0.0,12.96,1005.2
2019-09-10,Singapore,31.41,75.54,0.0,17.02,1008.26
2022-12-25,Cairo,13.08,55.21,0.0,8.48,1009.83
2020-02-13,Cairo,19.07,53.95,0.0,5.22,1010.57
2020-05-14,Tokyo,23.96,56.24,0.0,1.5,1015.61
2021-08-02,Tokyo,26.11,49.12,0.0,13.76,1014.1
2021-07-08,Singapore,30.97,73.81,0.0,7.69,1019.02
2022-05-12,Tokyo,20.81,61.9,0.0,8.3,1020.52
2022-01-19,Singapore,28.74,92.72,0.0,2.81,1000.88
2021-04-27,London,8.36,80.69,0.0,0.5,1010.79
2018-07-16,Chicago,23.67,49.42,0.0,1.11,1017.64
2021-05-29,Mumbai,33.44,78.91,2.54,2.16,1001.98
2021-05-22,Singapore,27.92,86.88,0.0,15.43,1019.58
2018-07-23,Sydney,24.24,68.69,0.0,12.57,1013.1
2021-04-20,Cairo,25.3,32.44,0.0,7.22,1011.72
2022-10-07,Chicago,14.17,60.78,10.37,11.97,1007.37
2019-12-19,Toronto,-5.82,85.54,0.0,5.02,993.6
2019-01-13,Sydney,8.04,82.13,0.0,1.18,1018.68
2019-05-29,Singapore,33.24,77.2,0.0,6.74,1009.84
2019-08-27,Tokyo,20.28,73.1,0.0,8.74,1025.64
2021-10-23,Toronto,4.25,76.66,0.91,0.81,1022.81
2021-02-10,New York,-0.99,83.19,0.0,9.23,1015.71
2021-12-18,Singapore,22.26,83.3,0.0,4.21,989.48
2020-11-17,New York,1.41,64.98,0.0,7.56,1016.98
2018-09-06,Cairo,21.85,55.03,0.0,5.74,1002.71
2020-01-03,Mumbai,27.6,73.54,2.09,21.28,1005.89
2018-08-25,Sydney,23.05,66.61,0.0,7.2,1003.74
2018-11-20,London,2.8,72.72,0.0,2.7,999.02
2019-11-12,Paris,10.8,69.98,0.0,8.6,1015.92
2019-02-27,London,5.73,84.67,0.0,5.76,1015.35
2021-11-12,Mumbai,29.83,76.44,7.45,19.18,1004.14
2022-02-18,New York,1.01,77.33,13.45,4.69,1016.16
2019-07-19,Tokyo,29.99,52.27,0.0,3.96,1000.62
2019-04-15,Toronto,4.48,88.46,0.0,10.31,1023.84
2021-07-18,Sydney,25.89,58.05,0.0,5.46,1015.86
2020-05-11,Sydney,26.27,55.34,0.0,12.48,1024.53
2020-04-04,Paris,14.19,70.5,0.0,1.45,1001.87
2019-06-11,Singapore,28.67,80.63,57.79,1.87,1005.83
2022-09-14,Tokyo,25.33,51.42,0.0,7.35,1006.45
2021-05-19,London,21.88,65.58,0.0,18.26,1006.25
2020-06-26,Singapore,33.09,79.54,0.0,16.08,1006.93
2022-05-26,Sydney,26.14,50.66,0.0,8.16,1027.4
2020-12-04,Chicago,-1.55,79.37,0.0,4.44,1015.32
2018-05-28,Toronto,19.38,60.57,0.0,5.32,1013.73
2019-11-22,Cairo,22.29,45.31,0.0,4.27,1018.28
2018-08-22,Paris,12.92,70.99,0.0,14.99,1023.85
2021-07-03,Toronto,19.48,63.78,0.0,4.42,1023.6
2021-08-16,Chicago,25.59,50.78,0.0,15.94,1021.18
2018-04-04,Toronto,12.3,71.69,0.0,8.05,1021.63
2022-01-22,Cairo,13.61,57.5,0.0,14.08,999.18
2020-12-11,Toronto,-3.81,89.99,0.0,5.28,1008.19
2020-12-20,Mumbai,21.14,89.86,0.0,9.37,1002.19
2022-11-04,Tokyo,16.9,63.71,0.0,9.47,994.8
2018-01-07,Mumbai,23.02,81.4,11.83,15.18,1001.32
2018-08-01,Chicago,23.55,48.43,0.0,5.69,1011.99
2022-08-23,Cairo,31.18,37.15,0.0,11.26,1028.74
2022-07-27,New York,26.14,44.27,0.0,1.89,1015.95
2020-09-30,Singapore,31.66,84.91,0.0,1.18,997.87
2020-01-03,New York,1.63,74.09,0.0,23.14,1015.98
2021-11-30,Singapore,30.85,78.18,13.05,14.32,1020.65
2018-08-05,Mumbai,31.88,72.65,0.0,10.64,1004.74
2019-11-03,Mumbai,27.13,75.73,33.06,8.48,1000.0
2021-01-13,Singapore,28.76,80.0,0.0,18.64,1013.1
2022-05-02,Cairo,17.53,44.67,0.0,9.75,1015.26
2021-01-27,Singapore,26.12,83.72,11.41,4.41,991.1
2021-01-07,Paris,3.7,78.88,0.0,2.75,1015.82
2019-08-05,Cairo,31.17,26.24,0.0,3.02,1009.89
2019-05-25,Paris,18.03,66.81,0.0,4.37,1001.31
2022-07-02,Cairo,32.33,29.2,13.86,9.26,1009.58
2018-11-23,Sydney,17.6,72.08,0.0,16.01,1012.68
2019-08-01,London,20.55,63.56,21.58,8.93,1012.16
2018-03-15,Toronto,4.03,74.86,0.0,4.05,1010.17
2019-09-17,Sydney,22.26,69.73,0.0,4.34,999.06
2019-12-21,Toronto,-4.66,89.42,0.0,16.94,1012.62
2022-12-25,Toronto,-2.97,92.29,21.65,10.31,1011.62
2020-05-05,Singapore,32.23,75.12,12.13,5.07,1013.34
2018-08-11,Paris,21.52,60.18,0.0,4.33,1012.25
2018-05-28,Singapore,29.42,80.94,0.0,11.15,1018.05
2020-05-23,Sydney,23.18,53.23,0.0,5.12,996.71
2022-07-12,Mumbai,33.72,84.4,0.0,8.7,994.19
2021-01-17,Paris,1.01,86.56,11.66,2.93,1019.31
2021-08-13,Chicago,30.46,43.36,3.87,6.28,1010.7
2019-09-15,London,14.34,75.43,2.06,5.53,1015.67
2020-11-14,Paris,4.53,95.63,0.0,5.29,1012.98
2022-12-23,London,6.09,79.49,1.47,10.47,1017.52
2019-03-07,Toronto,0.75,79.84,0.0,12.3,1028.61
2019-10-10,Tokyo,19.56,69.21,0.0,14.92,1021.49
2021-02-03,New York,-4.32,86.76,0.0,4.86,1030.37
2021-05-11,New York,15.3,64.61,0.0,8.63,1015.53
2020-08-02,Singapore,32.12,83.13,0.0,19.71,998.23
